,bank.type,bank.value,website.type,website.value,isin.type,isin.value,viafid.type,viafid.value,bankLabel.xml:lang,bankLabel.type,bankLabel.value,bankDescription.xml:lang,bankDescription.type,bankDescription.value,countryLabel.xml:lang,countryLabel.type,countryLabel.value,gid.type,gid.value,deathyear.datatype,deathyear.type,deathyear.value,bankAltLabel.xml:lang,bankAltLabel.type,bankAltLabel.value,owner.type,owner.value,parent.type,parent.value,permid.type,permid.value,lei.type,lei.value
3959,uri,http://www.wikidata.org/entity/Q16496446,uri,http://www.daycoval.com.br,,,,,en,literal,Daycoval,en,literal,Bank in Brazil,en,literal,Brazil,,,,,,,,,,,,,,,,
3960,uri,http://www.wikidata.org/entity/Q22101095,uri,http://www.mybank.cn/,,,,,en,literal,MYbank,en,literal,Chinese company,en,literal,People's Republic of China,literal,/g/11bvwv93l1,,,,en,literal,"Zhejiang E-Commerce Bank Co., Ltd.",,,,,,,,
3961,uri,http://www.wikidata.org/entity/Q16496429,uri,http://www.bancoamazonia.com.br,,,,,en,literal,Bank of Amazon,en,literal,Brazilian banking institution,en,literal,Brazil,literal,/g/121mkr95,,,,,,,uri,http://www.wikidata.org/entity/Q5440531,,,,,,
3962,uri,http://www.wikidata.org/entity/Q20050214,,,,,literal,154786671,en,literal,Banco Nacional de Crédito Cooperativo,,,,en,literal,Brazil,literal,/g/11b6snzkhn,,,,,,,,,,,,,,
3963,uri,http://www.wikidata.org/entity/Q16496452,uri,http://www.banese.com.br,,,literal,311773155,en,literal,State Bank of Sergipe,en,literal,Brazilian banking institution,en,literal,Brazil,literal,/g/120m5zrx,,,,,,,uri,http://www.wikidata.org/entity/Q96482298,,,,,,
3964,uri,http://www.wikidata.org/entity/Q16496489,,,,,literal,135572119,en,literal,Banco Sul Brasileiro,,,,en,literal,Brazil,literal,/g/1226g8z_,,,,,,,,,,,,,,
3965,uri,http://www.wikidata.org/entity/Q16495447,,,,,literal,4569153289912332770001,,literal,Q16495447,,,,en,literal,Brazil,literal,/g/122d3klq,,,,,,,,,,,,,,
3966,uri,http://www.wikidata.org/entity/Q16496462,,,,,,,,literal,Q16496462,,,,en,literal,Brazil,literal,/g/122b4d3z,,,,,,,,,,,,,,
3967,uri,http://www.wikidata.org/entity/Q157617,uri,https://www.commerzbank.com,literal,DE000CBK1001,literal,124326234,en,literal,Commerzbank,en,literal,major commercial bank,en,literal,Germany,,,,,,en,literal,"CBK, CZB, COBA, Commerz- and Disconto-Bank, Commerz- and Privat-Bank, Commerz- and Privatbank, Commerzbank AG, Commerzbank Aktiengesellschaft",uri,http://www.wikidata.org/entity/Q219635,,,literal,8589934314,literal,851WYGNLUQLFZBSYGB56
3968,uri,http://www.wikidata.org/entity/Q157617,uri,https://www.commerzbank.com,literal,DE000CBK1001,literal,124326234,en,literal,Commerzbank,en,literal,major commercial bank,en,literal,Germany,,,,,,en,literal,"CBK, CZB, COBA, Commerz- and Disconto-Bank, Commerz- and Privat-Bank, Commerz- and Privatbank, Commerzbank AG, Commerzbank Aktiengesellschaft",uri,http://www.wikidata.org/entity/Q289362,,,literal,8589934314,literal,851WYGNLUQLFZBSYGB56
3969,uri,http://www.wikidata.org/entity/Q157617,uri,https://www.commerzbank.com,literal,DE000CBK1001,literal,124326234,en,literal,Commerzbank,en,literal,major commercial bank,en,literal,Germany,,,,,,en,literal,"CBK, CZB, COBA, Commerz- and Disconto-Bank, Commerz- and Privat-Bank, Commerz- and Privatbank, Commerzbank AG, Commerzbank Aktiengesellschaft",uri,http://www.wikidata.org/entity/Q830897,,,literal,8589934314,literal,851WYGNLUQLFZBSYGB56
3970,uri,http://www.wikidata.org/entity/Q9697870,,,,,literal,151240832,en,literal,Banco do Brasil. Carteira de Comércio Exterior,,,,en,literal,Brazil,literal,/g/122q9t4_,,,,,,,,,,,,,,
3971,uri,http://www.wikidata.org/entity/Q9656836,,,,,,,,literal,Q9656836,,,,en,literal,Brazil,literal,/g/122w1grj,,,,,,,,,,,,,,
3972,uri,http://www.wikidata.org/entity/Q16496437,uri,http://www.bancobmg.com.br/,,,literal,250738527,en,literal,Banco BMG,en,literal,Major Brazilian retail bank,en,literal,Brazil,literal,/g/122hcyfb,,,,,,,,,,,,,,
3973,uri,http://www.wikidata.org/entity/Q16496440,,,,,,,,literal,Q16496440,,,,en,literal,Brazil,literal,/g/1231xlgv,,,,,,,uri,http://www.wikidata.org/entity/Q10279964,,,,,,
3974,uri,http://www.wikidata.org/entity/Q16496491,,,,,,,,literal,Q16496491,,,,en,literal,Brazil,literal,/g/121875n2,,,,,,,,,,,,,,
3975,uri,http://www.wikidata.org/entity/Q9673035,,,,,literal,130169983,en,literal,Caixa,en,literal,Former brazilian government-owned financial institution.,en,literal,Brazil,literal,/g/121s4jm4,,,,,,,uri,http://www.wikidata.org/entity/Q97670860,,,,,,
3976,uri,http://www.wikidata.org/entity/Q16496486,uri,https://www.bancodigimais.com.br/,,,,,,literal,Q16496486,,,,en,literal,Brazil,literal,/g/1227vjt9,,,,,,,,,,,,,,
3977,uri,http://www.wikidata.org/entity/Q9645497,,,,,literal,123180067,en,literal,Banco do Estado do Piauí,,,,en,literal,Brazil,literal,/g/12156rml,,,,,,,uri,http://www.wikidata.org/entity/Q7188,,,,,,
3978,uri,http://www.wikidata.org/entity/Q15927491,uri,http://www.fubonchina.com/,,,,,en,literal,Fubon Bank (China),it,literal,banca cinese,en,literal,People's Republic of China,literal,/g/1q6m4z_n7,,,,en,literal,"Fubon Bank (China) Co., Ltd",uri,http://www.wikidata.org/entity/Q697293,uri,http://www.wikidata.org/entity/Q697293,,,,
3979,uri,http://www.wikidata.org/entity/Q15927491,uri,http://www.fubonchina.com/,,,,,en,literal,Fubon Bank (China),it,literal,banca cinese,en,literal,People's Republic of China,literal,/g/1q6m4z_n7,,,,en,literal,"Fubon Bank (China) Co., Ltd",uri,http://www.wikidata.org/entity/Q4207171,uri,http://www.wikidata.org/entity/Q697293,,,,
3980,uri,http://www.wikidata.org/entity/Q16496480,,,,,,,,literal,Q16496480,,,,en,literal,Brazil,literal,/g/121why_x,,,,,,,,,,,,,,
3981,uri,http://www.wikidata.org/entity/Q15936363,,,,,,,en,literal,Zhongyuan Bank,,,,en,literal,People's Republic of China,literal,/g/1ydxp_1cn,,,,en,literal,"ZYB, ZHONGYUAN BANK CO.,LTD",,,,,,,,
3982,uri,http://www.wikidata.org/entity/Q16496435,,,,,,,,literal,Q16496435,,,,en,literal,Brazil,literal,/g/121f8yhz,,,,,,,,,,,,,,
3983,uri,http://www.wikidata.org/entity/Q16496478,,,,,,,,literal,Q16496478,,,,en,literal,Brazil,literal,/g/121slksc,,,,,,,,,,,,,,
3984,uri,http://www.wikidata.org/entity/Q16496482,,,,,,,,literal,Q16496482,,,,en,literal,Brazil,literal,/g/120z_sjd,,,,,,,,,,,,,,
3985,uri,http://www.wikidata.org/entity/Q10954481,uri,http://www.fudian-bank.com/,,,,,en,literal,Fudian Bank,en,literal,"commercial bank based in Kunming, Yunnan, China",en,literal,People's Republic of China,literal,/g/11mvrt6jz,,,,,,,,,,,,,,
3986,uri,http://www.wikidata.org/entity/Q16486316,,,,,literal,122695044,,literal,Q16486316,,,,en,literal,Brazil,literal,/g/11jgf23zl,,,,,,,,,,,,,,
3987,uri,http://www.wikidata.org/entity/Q17149551,,,,,,,en,literal,Chuankang Pingmin Shangye Yinhang Jiuzhi,it,literal,banca cinese,en,literal,People's Republic of China,,,,,,,,,,,,,,,,
3988,uri,http://www.wikidata.org/entity/Q16496493,,,,,,,,literal,Q16496493,,,,en,literal,Brazil,literal,/g/120z1wkk,,,,,,,,,,,,,,
3989,uri,http://www.wikidata.org/entity/Q16496450,uri,http://www.banpara.b.br/,,,,,en,literal,State Bank of Para,en,literal,Brazilian banking institution,en,literal,Brazil,literal,/g/12333ngw,,,,,,,uri,http://www.wikidata.org/entity/Q58119317,,,,,,
3990,uri,http://www.wikidata.org/entity/Q11111646,uri,http://www.guilinbank.com.cn/,,,,,en,literal,Guilin Bank,en,literal,Chinese company,en,literal,People's Republic of China,literal,/g/155rhv38,,,,,,,,,,,,,,
3991,uri,http://www.wikidata.org/entity/Q1123823,uri,https://www.nordea.com/,literal,SE0000427361,literal,128176191,en,literal,Nordea,en,literal,Nordic financial institution,en,literal,Finland,,,,,,en,literal,"Nordea Bank AB (publ), Nordea Bank Abp",uri,http://www.wikidata.org/entity/Q1640495,,,literal,5000062056,,
3992,uri,http://www.wikidata.org/entity/Q1123823,uri,https://www.nordea.com/,literal,SE0000427361,literal,128176191,en,literal,Nordea,en,literal,Nordic financial institution,en,literal,Finland,,,,,,en,literal,"Nordea Bank AB (publ), Nordea Bank Abp",uri,http://www.wikidata.org/entity/Q10404741,,,literal,5000062056,,
3993,uri,http://www.wikidata.org/entity/Q1123823,uri,https://www.nordea.com/,literal,SE0000427361,literal,128176191,en,literal,Nordea,en,literal,Nordic financial institution,en,literal,Finland,,,,,,en,literal,"Nordea Bank AB (publ), Nordea Bank Abp",uri,http://www.wikidata.org/entity/Q10686459,,,literal,5000062056,,
3994,uri,http://www.wikidata.org/entity/Q1123823,uri,https://www.nordea.com/,literal,SE0000427361,literal,128176191,en,literal,Nordea,en,literal,Nordic financial institution,en,literal,Finland,,,,,,en,literal,"Nordea Bank AB (publ), Nordea Bank Abp",uri,http://www.wikidata.org/entity/Q12329140,,,literal,5000062056,,
3995,uri,http://www.wikidata.org/entity/Q1343118,uri,http://www.intesasanpaolo.it/,literal,IT0000072618,literal,311582859,en,literal,Intesa Sanpaolo,en,literal,Italian banking group,en,literal,Italy,,,,,,en,literal,Intesa Sanpaolo S.p.A.,,,,,,,,
3996,uri,http://www.wikidata.org/entity/Q3633722,uri,http://www.credit-agricole.it,,,literal,131603202,en,literal,FriulAdria,en,literal,Italian Bank,en,literal,Italy,literal,/g/1224tdpy,,,,,,,uri,http://www.wikidata.org/entity/Q2938832,uri,http://www.wikidata.org/entity/Q2938832,,,literal,815600489AA5BAEB2211
3997,uri,http://www.wikidata.org/entity/Q806176,uri,http://www.bancaditalia.it,,,literal,135371410,en,literal,Bank of Italy,en,literal,central bank of Italy,en,literal,Italy,,,,,,en,literal,"Banca d'Italia, Bankitalia",,,uri,http://www.wikidata.org/entity/Q38,,,,
3998,uri,http://www.wikidata.org/entity/Q3633749,uri,http://www.gruppobancasella.it,,,literal,141652902,en,literal,Sella Bank,en,literal,Italian private credit institution,en,literal,Italy,,,,,,en,literal,Banca Sella,,,,,,,,
3999,uri,http://www.wikidata.org/entity/Q2882022,uri,https://www.bancaifis.it,,,literal,170996432,en,literal,Banca Ifis,,,,en,literal,Italy,,,,,,en,literal,Banca IFIS,,,,,,,literal,8156005420362AE59184
4000,uri,http://www.wikidata.org/entity/Q2938832,uri,http://www.credit-agricole.it,,,literal,236988731,en,literal,Crédit Agricole Italia,en,literal,Italian banking group,en,literal,Italy,literal,/g/122y530x,,,,en,literal,"Cariparma, Cassa di Risparmio di Parma e Piacenza S.p.A., Cassa di Risparmio di Parma S.p.A., Crédit Agricole Cariparma, CRParma",uri,http://www.wikidata.org/entity/Q590952,uri,http://www.wikidata.org/entity/Q590952,,,,
4001,uri,http://www.wikidata.org/entity/Q2938832,uri,http://www.credit-agricole.it,,,literal,236988731,en,literal,Crédit Agricole Italia,en,literal,Italian banking group,en,literal,Italy,literal,/g/122y530x,,,,en,literal,"Cariparma, Cassa di Risparmio di Parma e Piacenza S.p.A., Cassa di Risparmio di Parma S.p.A., Crédit Agricole Cariparma, CRParma",uri,http://www.wikidata.org/entity/Q3868377,uri,http://www.wikidata.org/entity/Q590952,,,,
4002,uri,http://www.wikidata.org/entity/Q806167,uri,https://www.bper.it,literal,IT0000066123,literal,128308836,en,literal,BPER Banca,en,literal,Italian banking group,en,literal,Italy,,,,,,en,literal,"Banca Popolare dell'Emilia Romagna, BPER",,,,,,,literal,N747OI7JINV7RUUH6190
4003,uri,http://www.wikidata.org/entity/Q1152702,uri,http://www.bancaetica.it,,,literal,145824468,en,literal,Banca etica,en,literal,cooperative,en,literal,Italy,literal,/g/122np4y7,,,,es,literal,"Banco Popular Etico, Banco Popular Ético, Fundacion Fiare, Fundación Fiare",,,,,,,literal,549300DI8RATWW2KQO25
4004,uri,http://www.wikidata.org/entity/Q3633712,uri,http://www.bancamediolanum.it,literal,IT0004776628,,,en,literal,Banca Mediolanum,en,literal,Italian banking conglomerate,en,literal,Italy,literal,/g/1225dmy_,,,,,,,,,uri,http://www.wikidata.org/entity/Q1417245,,,,
4005,uri,http://www.wikidata.org/entity/Q2020649,uri,http://www.nib.int/,,,literal,142746231,en,literal,Nordic Investment Bank,en,literal,"the joint international financial institution of Denmark, Finland, Iceland, Norway, and Sweden",en,literal,Finland,,,,,,es,literal,Banco Nordico de Inversiones,,,,,,,literal,213800HYL1S7VAXG6Z48
4006,uri,http://www.wikidata.org/entity/Q3633695,uri,https://www.gruppocarige.it/,literal,IT0005108763,literal,134953140,en,literal,Banca Carige,en,literal,Italian bank,en,literal,Italy,,,,,,en,literal,Banca Carige Group,uri,http://www.wikidata.org/entity/Q4015421,,,,,,
4007,uri,http://www.wikidata.org/entity/Q2201225,uri,https://www.bnl.it/,,,literal,145241278,en,literal,Italian National Labor Bank,en,literal,Italian bank headquartered in Rome,en,literal,Italy,,,,,,en,literal,"BNL, Banca Nazionale del Lavoro, Banca Nazionale del Lavoro S.p.A.",uri,http://www.wikidata.org/entity/Q499707,uri,http://www.wikidata.org/entity/Q499707,,,,
4008,uri,http://www.wikidata.org/entity/Q1048204,uri,https://www.cdp.it/,,,,,en,literal,Cassa Depositi e Prestiti,en,literal,Italian financial institution,en,literal,Italy,,,,,,en,literal,"CDP, CDP S.p.A.",uri,http://www.wikidata.org/entity/Q1116000,,,,,,
4009,uri,http://www.wikidata.org/entity/Q806205,uri,http://www.bancosardegna.it,,,literal,125773732,en,literal,Bank of Sardinia,en,literal,"bank headquartered in Sassari, Italy",en,literal,Italy,,,,,,en,literal,Banco di Sardegna,,,uri,http://www.wikidata.org/entity/Q806167,,,,
4010,uri,http://www.wikidata.org/entity/Q2882013,uri,http://www.bci.it/,,,literal,143588629,en,literal,Banca Commerciale Italiana,en,literal,Italian bank,en,literal,Italy,,,http://www.w3.org/2001/XMLSchema#integer,literal,2001,fr,literal,Banca commerciale italiana,,,uri,http://www.wikidata.org/entity/Q111709414,,,,
4011,uri,http://www.wikidata.org/entity/Q1476162,uri,https://www.ubibanca.it/,,,literal,167835567,en,literal,UBI Bank,en,literal,former Italian banking institution,en,literal,Italy,,,http://www.w3.org/2001/XMLSchema#integer,literal,2021,en,literal,Union of Italian Banks,uri,http://www.wikidata.org/entity/Q1343118,,,,,,
4012,uri,http://www.wikidata.org/entity/Q3633738,,,,,,,en,literal,Banca Popolare di Intra,it,literal,ex istituto di credito,en,literal,Italy,literal,/g/1214g7q7,http://www.w3.org/2001/XMLSchema#integer,literal,2010,,,,,,uri,http://www.wikidata.org/entity/Q3127221,,,,
4013,uri,http://www.wikidata.org/entity/Q806179,,,,,literal,304149196678474792866,en,literal,Banco Ambrosiano,en,literal,"Italian bank owned by the Vatican Bank, collapsed in 1982 amid scandal",en,literal,Italy,,,http://www.w3.org/2001/XMLSchema#integer,literal,1987,fr,literal,Banque Ambrosiano,,,uri,http://www.wikidata.org/entity/Q266456,,,,
4014,uri,http://www.wikidata.org/entity/Q2882013,uri,http://www.bci.it/,,,literal,143588629,en,literal,Banca Commerciale Italiana,en,literal,Italian bank,en,literal,Italy,,,http://www.w3.org/2001/XMLSchema#integer,literal,2001,fr,literal,Banca commerciale italiana,,,uri,http://www.wikidata.org/entity/Q1674879,,,,
4015,uri,http://www.wikidata.org/entity/Q3167468,uri,http://www.bpv.it/,,,literal,144332487,en,literal,Banca Popolare di Verona,en,literal,former Italian banking chain,en,literal,Italy,,,http://www.w3.org/2001/XMLSchema#integer,literal,2002,,,,uri,http://www.wikidata.org/entity/Q806194,uri,http://www.wikidata.org/entity/Q806194,,,,
4016,uri,http://www.wikidata.org/entity/Q3633783,uri,http://www.bancadilegnano.it,,,literal,130564945,en,literal,Bank of Legnano,en,literal,italian bank,en,literal,Italy,literal,/g/120z_2cd,http://www.w3.org/2001/XMLSchema#integer,literal,2013,en,literal,Banca di Legnano,uri,http://www.wikidata.org/entity/Q806154,,,,,,
4017,uri,http://www.wikidata.org/entity/Q3633742,uri,http://www.bpn.it,,,literal,133152831,en,literal,Banca Popolare di Novara,en,literal,former Italian cooperative banking company,en,literal,Italy,literal,/g/1232jbnr,http://www.w3.org/2001/XMLSchema#integer,literal,2011,en,literal,Novara People's Bank,uri,http://www.wikidata.org/entity/Q806194,uri,http://www.wikidata.org/entity/Q806194,,,,
4018,uri,http://www.wikidata.org/entity/Q3374413,,,,,literal,142512071,en,literal,Säästöpankkien Keskus-Osake-Pankki,en,literal,business,en,literal,Finland,literal,/g/1229kzk9,http://www.w3.org/2001/XMLSchema#integer,literal,2015,de,literal,Skopbank,,,,,,,,
4019,uri,http://www.wikidata.org/entity/Q3633746,uri,http://www.bpspoleto.it,,,,,en,literal,Banca Popolare di Spoleto,en,literal,Italian bank,en,literal,Italy,literal,/g/12314d8b,http://www.w3.org/2001/XMLSchema#integer,literal,2019,en,literal,Banca popolare di Spoleto spa,uri,http://www.wikidata.org/entity/Q3633825,uri,http://www.wikidata.org/entity/Q3633825,,,,
4020,uri,http://www.wikidata.org/entity/Q3633750,,,,,,,it,literal,Banca Sicula,,,,en,literal,Italy,literal,/g/122dsjwf,http://www.w3.org/2001/XMLSchema#integer,literal,1994,,,,,,,,,,,
4021,uri,http://www.wikidata.org/entity/Q3127200,uri,http://www.popolarevicenza.it,,,literal,148556737,en,literal,Banca Popolare di Vicenza,en,literal,former Italian banking chain,en,literal,Italy,literal,/g/11b6dz772z,http://www.w3.org/2001/XMLSchema#integer,literal,2017,en,literal,BPVi,,,,,,,,
4022,uri,http://www.wikidata.org/entity/Q3127221,uri,http://www.venetobanca.it,,,literal,152906105,en,literal,Veneto Bank,en,literal,former Italian banking institution,en,literal,Italy,,,http://www.w3.org/2001/XMLSchema#integer,literal,2017,,,,,,,,,,,
4023,uri,http://www.wikidata.org/entity/Q4411258,uri,http://svyaznoybank.ru/,,,,,en,literal,Svyaznoy Bank,,,,en,literal,Russia,literal,/g/125_d9dz3,http://www.w3.org/2001/XMLSchema#integer,literal,2015,,,,,,,,,,,
4024,uri,http://www.wikidata.org/entity/Q109616546,uri,http://www.bpcbank.it/,literal,IT0004296965,literal,149945054,en,literal,Popular Bank of Crotone,en,literal,former Italian cooperative bank,en,literal,Italy,,,http://www.w3.org/2001/XMLSchema#integer,literal,2008,en,literal,BPC,uri,http://www.wikidata.org/entity/Q806167,,,,,,
4025,uri,http://www.wikidata.org/entity/Q29917842,,,,,,,en,literal,Bipop,en,literal,Italian private bank,en,literal,Italy,literal,/g/11cm_p_5kc,http://www.w3.org/2001/XMLSchema#integer,literal,1999,en,literal,Banca Popolare di Brescia,,,,,,,,
4026,uri,http://www.wikidata.org/entity/Q86914520,,,,,,,en,literal,Banco Hipotecário e Agrícola de Minas Gerais,en,literal,Brazilian bank,en,literal,Brazil,,,http://www.w3.org/2001/XMLSchema#integer,literal,1967,,,,,,,,,,,
4027,uri,http://www.wikidata.org/entity/Q24262930,,,,,literal,123139280,en,literal,Istituto Bancario San Paolo di Torino,en,literal,defunct Italian bank,en,literal,Italy,literal,/g/11cn3v0mzn,http://www.w3.org/2001/XMLSchema#integer,literal,1998,de,literal,Istituto di San Paolo di Torino,,,,,,,,
4028,uri,http://www.wikidata.org/entity/Q25057152,,,,,,,en,literal,Credito Agrario Bresciano,en,literal,italian bank,en,literal,Italy,literal,/g/11c266rsfm,http://www.w3.org/2001/XMLSchema#integer,literal,1998,it,literal,CAB,,,,,,,,
4029,uri,http://www.wikidata.org/entity/Q104985337,,,,,,,,literal,Q104985337,,,,en,literal,Finland,literal,/g/11qs8fyfgz,http://www.w3.org/2001/XMLSchema#integer,literal,1991,,,,,,,,,,,
4030,uri,http://www.wikidata.org/entity/Q109354358,,,,,,,en,literal,West Midland Savings Bank,,,,en,literal,United Kingdom,,,http://www.w3.org/2001/XMLSchema#integer,literal,1966,,,,,,,,,,,
4031,uri,http://www.wikidata.org/entity/Q111357200,,,,,,,it,literal,Banca Commerciale di Brescia,it,literal,Istituto di credito,en,literal,Italy,,,,,,,,,,,,,,,,
4032,uri,http://www.wikidata.org/entity/Q98437571,,,,,,,,literal,Q98437571,,,,en,literal,Finland,,,,,,,,,,,,,,,,
4033,uri,http://www.wikidata.org/entity/Q20083501,,,,,,,,literal,Q20083501,,,,en,literal,Ukraine,literal,/g/11b76t8nxc,,,,,,,,,,,,,,
4034,uri,http://www.wikidata.org/entity/Q111921427,,,,,,,,literal,Q111921427,,,,en,literal,Brazil,,,,,,,,,,,,,,,,
4035,uri,http://www.wikidata.org/entity/Q111921428,,,,,,,,literal,Q111921428,,,,en,literal,Brazil,,,,,,,,,,,,,,,,
4036,uri,http://www.wikidata.org/entity/Q111922343,,,,,,,,literal,Q111922343,,,,en,literal,Brazil,,,,,,,,,,,,,,,,
4037,uri,http://www.wikidata.org/entity/Q18193621,,,,,,,en,literal,Sberbank CZ,en,literal,company in the Czech Republic,en,literal,Czech Republic,literal,/g/11b66kmnz0,,,,en,literal,"Sberbank CZ (firma), Volksbank CZ (firma)",uri,http://www.wikidata.org/entity/Q19604540,uri,http://www.wikidata.org/entity/Q205012,,,literal,31570010000000029583
4038,uri,http://www.wikidata.org/entity/Q4411267,uri,http://www.sviaz-bank.ru,,,,,,literal,Q4411267,,,,en,literal,Russia,literal,/g/12233tf0,,,,,,,,,,,,,,
4039,uri,http://www.wikidata.org/entity/Q24282770,uri,https://www.equabank.cz/,,,,,en,literal,Equa bank,en,literal,bank in Czechia,en,literal,Czech Republic,literal,/g/11cncmxcwk,,,,,,,uri,http://www.wikidata.org/entity/Q24282825,,,,,literal,31570010000000026673
4040,uri,http://www.wikidata.org/entity/Q15311800,uri,http://www.pivdencombank.com/,,,,,,literal,Q15311800,,,,en,literal,Ukraine,literal,/g/1yh7_vp0n,,,,,,,,,,,,,,
4041,uri,http://www.wikidata.org/entity/Q52558309,,,,,,,it,literal,monte nummaro,it,literal,cassa comunale di credito agrario della Sardegna sabauda,en,literal,Italy,literal,/g/11g0g4rsxr,,,,,,,,,,,,,,
4042,uri,http://www.wikidata.org/entity/Q27331643,uri,https://www.bancobpm.it/,literal,IT0005218380,,,en,literal,BPM Bank,en,literal,Italian banking conglomerate,en,literal,Italy,literal,/g/11c55vm27j,,,,de,literal,Banco BPM S.p.A.,,,,,,,,
4043,uri,http://www.wikidata.org/entity/Q16912944,uri,https://www.rncb.ru,,,,,en,literal,Russian National Commercial Bank,en,literal,Russian bank mostly operating in Crimea,en,literal,Ukraine,literal,/g/1s048flkr,,,,,,,,,,,,,literal,253400PT5760286MJW82
4044,uri,http://www.wikidata.org/entity/Q20727841,uri,http://www.pashabank.ge,,,,,en,literal,PASHA Bank Georgia,it,literal,banca azera,en,literal,Azerbaijan,literal,/g/11b879hnyt,,,,,,,,,,,,,,
4045,uri,http://www.wikidata.org/entity/Q104616348,,,,,,,,literal,Q104616348,,,,en,literal,Finland,literal,/g/11f00v0spr,,,,,,,,,,,,,,
4046,uri,http://www.wikidata.org/entity/Q4421076,uri,http://www.citibank.ru,,,,,en,literal,CITIBANK,it,literal,banca russa,en,literal,Russia,literal,/g/122538nt,,,,,,,,,,,,,,
4047,uri,http://www.wikidata.org/entity/Q21190042,uri,http://www.bancadelpiemonte.it,,,,,it,literal,Banca del Piemonte,it,literal,istituto di credito italiano,en,literal,Italy,literal,/g/11bwg7drkl,,,,,,,,,,,,,literal,8156009D703BF86C6880
4048,uri,http://www.wikidata.org/entity/Q20755332,uri,https://www.trinitybank.cz,,,,,en,literal,Trinity Bank,en,literal,Czech bank,en,literal,Czech Republic,literal,/g/11b7_l9c66,,,,,,,uri,http://www.wikidata.org/entity/Q72189685,,,,,literal,31570010000000039380
4049,uri,http://www.wikidata.org/entity/Q4418386,uri,http://www.snb.ru/,,,,,,literal,Q4418386,,,,en,literal,Russia,literal,/g/121m_hd1,,,,,,,,,,,,,,
4050,uri,http://www.wikidata.org/entity/Q55590043,uri,https://www.azzoaglio.it,,,,,it,literal,Banco Azzoaglio,it,literal,banca italiana con sede nel comune di Ceva (CN),en,literal,Italy,literal,/g/11hdg0_dzc,,,,it,literal,"Banco di Credito P. Azzoaglio, Banco di Credito Paolo Azzoaglio, Banco P. Azzoaglio, Banco Paolo Azzoaglio",,,,,,,,
4051,uri,http://www.wikidata.org/entity/Q16691757,uri,https://alfabank.ua/,,,,,en,literal,Alfa Bank Ukraine,en,literal,Ukrainian bank,en,literal,Ukraine,,,,,,,,,,,,,,,,
4052,uri,http://www.wikidata.org/entity/Q23828037,uri,http://unibank.md/,,,literal,152604302,en,literal,UniBank,,,,en,literal,Moldova,literal,/g/11bwdpz_hs,,,,,,,,,,,,,,
4053,uri,http://www.wikidata.org/entity/Q4426566,uri,https://sovcombank.ru/en/about/info,,,,,en,literal,Sovcombank,en,literal,Russian universal commercial bank,en,literal,Russia,literal,/g/120lqr3f,,,,,,,,,,,,,,
4054,uri,http://www.wikidata.org/entity/Q20429441,uri,http://www.moldindconbank.md,,,,,en,literal,Moldindconbank,,,,en,literal,Moldova,,,,,,,,,,,,,,,,
4055,uri,http://www.wikidata.org/entity/Q24282966,uri,http://www.moneta.cz,literal,CZ0008040318,,,en,literal,Moneta Money Bank,en,literal,Czech banking institution,en,literal,Czech Republic,,,,,,en,literal,"GE Money Bank, GE Capital Bank",uri,http://www.wikidata.org/entity/Q192314,,,literal,4297301555,literal,I6USJ58BDV2BO5KP3C31
4056,uri,http://www.wikidata.org/entity/Q21207370,uri,http://www.bancadipisa.it/,,,,,it,literal,Banca di Pisa e Fornacette Credito Cooperativo,,,,en,literal,Italy,literal,/g/11bwdzfnxk,,,,,,,,,,,,,,
4057,uri,http://www.wikidata.org/entity/Q21349378,uri,https://www.ppfbanka.cz/,,,,,en,literal,PPF Banka,en,literal,Czech bank,en,literal,Czech Republic,literal,/g/11f2wn2_4v,,,,,,,uri,http://www.wikidata.org/entity/Q1085,uri,http://www.wikidata.org/entity/Q1979720,,,literal,31570010000000036567
4058,uri,http://www.wikidata.org/entity/Q4425767,uri,http://sobinbank.ru/ru/,,,,,en,literal,Sobinbank,en,literal,subsidiary of Bank Rossiya,en,literal,Russia,literal,/g/121mdwqm,,,,,,,,,,,,,,
4059,uri,http://www.wikidata.org/entity/Q24282825,uri,https://www.rb.cz/,,,,,en,literal,Raiffeisenbank,en,literal,Czech bank,en,literal,Czech Republic,,,,,,,,,uri,http://www.wikidata.org/entity/Q56047692,uri,http://www.wikidata.org/entity/Q2127528,,,literal,31570010000000004460
4060,uri,http://www.wikidata.org/entity/Q24282825,uri,https://www.rb.cz/,,,,,en,literal,Raiffeisenbank,en,literal,Czech bank,en,literal,Czech Republic,,,,,,,,,uri,http://www.wikidata.org/entity/Q104546701,uri,http://www.wikidata.org/entity/Q2127528,,,literal,31570010000000004460
4061,uri,http://www.wikidata.org/entity/Q109641077,,,,,,,en,literal,Category:Cassa di Risparmio di Mirandola,,,,en,literal,Italy,,,,,,,,,,,,,,,,
4062,uri,http://www.wikidata.org/entity/Q24940511,,,,,,,en,literal,Banco di Sant'Ambrogio,it,literal,banca storica italiana,en,literal,Italy,literal,/g/11cn3jjryz,,,,,,,,,,,,,,
4063,uri,http://www.wikidata.org/entity/Q18544624,uri,http://www.otpbank.ro,,,,,,literal,Q18544624,,,,en,literal,Romania,,,,,,,,,,,,,,,,
